audio_path,cefr_label,topic,transcript
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_TWN_N400/SM_TWN_PTJ2_042_B1_1.mp3,B1,part-time employment," I really think that it's important for college students to have a potential because you can learn many things from working and the people working there have many experiences and you can learn the skills of them and you can know how to work with other people.  Maybe someone would say that you are wasting your time to work and didn't start the hard for your homework but I think that is not true because you have to know how the social attitude works and when you graduate from school you can know, you will know how to work with other people and don't feel  afraid about it because it's important."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_TWN_N400/SM_TWN_PTJ1_061_B1_1.mp3,B1,part-time employment," For these questions, I think part-time job is important for the students because I have  part-time job and when I go to part-time job, I can learn many things from my company  because something in the company you can learn is different with college lectures and I can  learn some skill like computer, soft, and I can learn how to do some."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_JPN_N600/SM_JPN_SMK1_034_B1_1.mp3,B1,smoking in restaurants," I agree with this opinion. That is because smoke of tobacco is very harmful for us and smoke prevents us from eating meals.  Deliciously, deliciously, we can live without smoking.  So, smokers can live without smoking too.  I agree with this opinion."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_JPN_N600/SM_JPN_SMK2_131_B1_1.mp3,B1,smoking in restaurants," The idea of being is to be that of fear, because smoking does harm to people who don't want to smoke white children.  And smoking, when they smoke, people who don't smoke feel bad."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_IDN_N400/SM_IDN_SMK2_083_B1_1.mp3,B1,smoking in restaurants," We said that dangerous ingredients, smoking can cause so many dangerous diseases, such  as pneumonia cancer, risk cancer, and then heart attack, and then impotence.  So if we, smoking in the restaurant, we will injure ourselves and the others because the  effect of smoking is not only for the smoker.  It also gives the effect for the heavy smoker, and the heavy smoker will get more dangerous  effects from smoking.  So I think that smoking in the restaurant as a public place is not always, I agree with  this topic."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_TWN_N400/SM_TWN_SMK2_028_B1_1.mp3,B1,smoking in restaurants," This time, I still think that some smoke has been completely banned as a restaurant in  the country.  And because I have passed through Japan and when I went to a restaurant and someone smoked  besides the smell, it really made me feel uncomfortable.  I think that if you want to smoke, just go outside and not smoke in the restaurant because  you will make an effect to everyone in the restaurant.  I think that it's important to ban the smoke in the restaurant."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_JPN_N600/SM_JPN_SMK2_036_B1_1.mp3,B1,smoking in restaurants," I disagree with this opinion, because I think that restaurants have a way to divide the seeds, namely make two kinds of seeds for smokers and not smokers.  Smoking, good for like smokers is true that the number of smokers is small.  But I think that the seeds for them is not bad completely, because restaurant is forest."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_CHN_N600/SM_CHN_PTJ2_119_B1_1.mp3,B1,part-time employment," Yes, I agree with the idea that tiny children should make some part-time jobs, from the  part-time job we can learn their experience, we can learn things that will be useful and  they're very good for us, very useful for our work, for our life.  Also, we all know that only life is true. The time of God is the source. We can give  the time to do other things that we like, so we can choose some things that we like  to do. Also, from the part-time job, we can learn some morning that we can pursue this  morning with him, but some things that we like, also we can do something for our parents,  our friends."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_CHN_N600/SM_CHN_SMK1_051_B1_1.mp3,B1,smoking in restaurants," Should the smoking be invented in a public space, it has become beneficial in work today  to refuse smoking, however, a lot of people know that smoking can be harmful.  I do not think it should be competitive.  And if you are first with a positive side of smoking, first smoking,  and dark forest has many people from the west.  For example, if you want to smoke concentration,  then people like to smoke before the exchange,  or when they are relaxing with friends.  The fuel point is let government throw out the vote,  make soldier profit from having taxes or secrets.  It corresponds, which are used for building school, hospital, and so on.  That's why good industries also..."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_TWN_N400/SM_TWN_SMK2_091_B1_1.mp3,B1,smoking in restaurants," I think that smoking should be completely banned at all restaurants, because I think it does not respect to other people, because some of people do not like to smoke when they are having lunch or dinner in the restaurant.  So in my opinion, I think that smoking should be completely banned at all restaurants, and it is kind of fair when you are smoking and having food with your friends, because sometimes when you are smoking and having food in your mouth, it may have a kind of acid in your body.  So I think that smoking should be completely banned at all restaurants, and in my opinion, I think that smoking is not really good for restaurants, because..."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_KOR_N400/SM_KOR_SMK2_039_B1_1.mp3,B1,smoking in restaurants," Yes, I don't agree with that topic, so I think that topic is very nice to people.  Smoking in restaurant is very fascinating, and many other people.  No smoking in a restaurant is a good thing, so I am a smoker too.  But I'm not smoking in a restaurant.  I don't mind a lot of people damage it because of me, so I don't like smoking in a restaurant,  so I don't want it to be."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_CHN_N600/SM_CHN_PTJ2_069_B1_1.mp3,B1,part-time employment," Okay, I want to give you examples myself that I have been tutors about a full month.  I've made about 5,000. It can afford my education fee for one year.  I mean, that's good for a student to earn so much money.  And I mean, the second one is that the part of the job can adopt more patience.  You know, it's easier than the full time.  That is a good chance for us to adopt our patience in order to, that we can do better in the future  when we go into the society.  And the third one, if it's possible that we have to ask for a contract at the same time,  we've got the cashiers in there."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_IDN_N400/SM_IDN_PTJ2_067_B1_1.mp3,B1,part-time employment, a job after accreditation and actually and having a part in a job make us know the real  world and they were in college I think that's why I agree with  student can have a party a part-time job  and  especially when we when we have it a part-time job we can get
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_IDN_N400/SM_IDN_SMK2_019_B1_1.mp3,B1,smoking in restaurants," I agree with that because if you want to smoke in smoking area, so you don't interrupt other people because it's unhealthy and it makes you hurt.  You can get cancer and other illness.  So, look, really, it's really risky because you smoke and you're smoking, it's wasting your money and your time and you will get sick.  If you are always smooth, you can smoke and you will be healthy.  And if you are in a ..."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_CHN_N600/SM_CHN_SMK2_001_B1_1.mp3,B1,smoking in restaurants," As we all know, smoking is harmful not only to our health, but also to the environment.  Smoking can lead to many diseases, such as non-cancer. Smoking affects non-smokers, moderate than smokers.  The attitude of passive smokers getting ill is higher than that of smokers.  So many non-smokers are against smoking. If having a passive system, the harm of smoking is greater.  This is the question with another effect of smoking, that smoking improves the environment by giving much poison.  Vulture of insulin and air, therefore, that the government and smoking is very necessary and important to us.  It is a measure to protect our health and environment for many people, especially non-smokers."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_CHN_N600/SM_CHN_PTJ1_063_B1_1.mp3,B1,part-time employment," Since I agree with it very much, I'm not part of a term job where I can take the plans between study and pipeline jobs, but you must do more for the other people.  It seems to me it all depends on the attitude the student has throughout the job what he or she is in mind about this part-time job.  It has been a contingent that there are downsides and upsides to having a part job while studying.  The main upside is the students can work with experience before they go to the social and therefore counter their attitude."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_IDN_N400/SM_IDN_SMK1_057_B1_1.mp3,B1,smoking in restaurants, The smoking is a free language. I think this will be the effective effort to decrease the amount of the smoking in the people in the world.  I think the government has to make a strong constraint to decreasing the use of chicken head by decreasing the amount of chicken head on the supermarket or something like that.  And they should too be fine.
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_JPN_N600/SM_JPN_SMK2_035_B1_1.mp3,B1,smoking in restaurants," I agree with this statement, because most people dislike smoking, and they want to eat while they are in the flesh area.  And if the restaurants ban the smoking completely, I think that more and more people visit their restaurants and eat it good for the restaurants.  Smoking is part for health, not only for smokers, but also for the people around the smokers.  So it is good for everyone not smoking, and if restaurants ban at all smoking, it is good for society."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_CHN_N600/SM_CHN_SMK2_035_B1_1.mp3,B1,smoking in restaurants," Yes, I think smoking should be banned because the smell of smoke is really disturbing.  It will disturb others.  So, for example, my father often smokes in our home and it really makes me can't breathe.  So, I hate the people who are smoking.  I think the people who want to smoke can stay alone and smoke himself alone and don't try not to disturb others.  He can stay in not even in another space or in another room.  Don't smoke a round off the public."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_THA_N200/SM_THA_SMK2_006_B1_1.mp3,B1,smoking in restaurants," Yes I agree with that because in the restaurant they have a lot of people that they don't smoke cigarettes.  So if you smoke cigarettes in the restaurant, other people that don't like to smoke cigarettes, they will have an effect with that.  So it's not good for you and for them. So if you want to smoke, you should go outside because some people really don't like it.  So you have to go outside for smoking. Then if you finish your job, you come in the restaurant and go enjoy your food again.  So that's all."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_THA_N200/SM_THA_SMK2_044_B1_1.mp3,B1,smoking in restaurants," I am totally agreed that smoking people should be completely banned to the restaurant, to  the public place, to the department store, or even a government state.  I think small people should go smoke in the place that has managed to smoke.  In the restaurant, it's not a really good place, it's not properly to smoke in the  restaurant, because a lot of people come with their family to eat, to have their dinner,  to have their meal, or if the small people smoke, then there will be an air pollution  for them.  But in the restaurant, they even might have to seek people, and the smoke is not really  good for the health conditions for them.  I think small people should know better, and they should go to a proper place."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_CHN_N600/SM_CHN_SMK2_023_B1_1.mp3,B1,smoking in restaurants, I noticed people who have been there said smoking is harmful to their curiosity.  But I think it is freedom for the smokers to smoke and the restaurants.  The restaurants show that they suspect a wrong person if they really want to smoke.  I think they shouldn't smoke in public or around the people who don't like smoke.  But I think the restaurants should give an opportunity for them to smoke in special rooms.  I think they should give an opportunity for them to smoke in special rooms.
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_CHN_N600/SM_CHN_PTJ1_054_B1_1.mp3,B1,part-time employment," I think that college students taking a potential is really a good idea, but I don't think it is good for everyone.  For example, those who want to be engineer or scientist after graduation, they should learn more about science, not about society.  And doing potential just for money, maybe a waste of time.  And for those who want to go to work or learning business, they should get in touch with society and take a potential.  Maybe something like a good study in a society, and they will learn more in society than in school.  So I think she and Paul Henry are very good, and not for everyone, but for those who want to go to work or just learning business."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_IDN_N400/SM_IDN_PTJ2_042_B1_1.mp3,B1,part-time employment," I agree that English is needed for part-time job because English, public in English, can be more point of order than point to the African side.  And I agree that English in English is very difficult.  In this crop of Asian era, English became the main point to be able to have a bit more of job.  And also in part-time job English became the main point to be that the African have to have a bit more ability.  So that English is always..."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_TWN_N400/SM_TWN_PTJ2_018_B1_1.mp3,B1,part-time employment," According to my last speech, which is not actually finished, I wanted to say that I personally overworked. I have got three part-time jobs at the moment.  During the week, I usually, except for studying, and except for taking courses at the university, I usually go to work, and didn't want to consider what is very important and what I have learned a lot so far.  It is quite stressful, I really don't have to say.  But, you know, on the other hand, I did somehow learn something, how to kind of stress them.  Well, this is something that a normal person or a normal student may have not worked at all.  It would be pretty hard for them to imagine in their mind, because they would say, oh, it is pretty easy, you know."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_JPN_N600/SM_JPN_PTJ2_123_B1_1.mp3,B1,part-time employment," I'll start taking a lot of time for, time for a long time, so if you want to see, I think that it is a long way to study a clinic.  Students, students, students are the most important for students to study academic, academic, so it is important.  I think that it is important for students to study a clinic."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_IDN_N400/SM_IDN_PTJ1_029_B1_1.mp3,B1,part-time employment," What?  I don't know what that is.  Okay, uh...  Something?  Yes.  You're...  a...  a...  a...  a certain...  an...  a...  a...  a...  but...  you know...  just...  a...  for the...  this time.  And then, uh...  you know...  what I'm trying...  is...  proper handling...  to allow...  to enter  to enter  to enter for the real job."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_TWN_N400/SM_TWN_SMK2_074_B1_1.mp3,B1,smoking in restaurants," I think it's a good time for all the guys that are able to treat them who know that they have nothing.  Maybe it's a good time to eat.  So, when you have to eat, it's not good time.  This is my dream.  I love you.  This is my big message to the customers.  We go to them now.  So, I hope for all of you to enjoy this.  I do agree with my team.  It's really completely fun.  It's always fun."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_CHN_N600/SM_CHN_PTJ1_051_B1_1.mp3,B1,part-time employment," Students can make some money for a part-time job which helps them to unload their families.  Family job presence, a student from pro-family cannot afford college fees and our big system  for low-to-college students is never a success in developed countries.  Taking part jobs become a way to learn to meet their great competencies in companies,  education and life.  Maybe you are right.  At the young, we are going to the community-centered taking the part jobs students can load it  social issues, social issues and learn how to get a number with people, they can improve their community."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_TWN_N400/SM_TWN_PTJ2_079_B1_1.mp3,B1,part-time employment," I think it is very important for college students to have a part-time job, because my parents  thought I should be self to own my money, so when I'm 18 years old, I get my first  part-time job in a small shop, it is a self-person, and in my following years, I get a part-time  nurse in a dentist clinic, yes, it is a very big award, but I will try my best to do myself.  I will try my best to make health dentists to get a machine of thought or passion problems."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_CHN_N600/SM_CHN_PTJ2_059_B1_1.mp3,B1,part-time employment," From my point of view, I don't think it is very important for college students to have  a part-time job, reasons as folks, because firstly, because we the students are not workers.  Our task in our college is to be well-educated, not to make much money, and at school we should  concentrate on our study and competition, so part-time and most part-time jobs are quite  easy, so you can't be improved through those jobs, and moreover, we have to make effort  to get higher scores in our college, so I don't think we have much time to do so.  So I think it is..."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_KOR_N400/SM_KOR_SMK2_079_B1_1.mp3,B1,smoking in restaurants," Adding the former opinion, the smoking makes other people's health worse and worse, and their mental feeling also makes them more harmed, so I think the smoking is not allowed in restaurants.  Although the smoking makes other people feel...  Although the smoking makes... the smokers... although the smokers like the smoking, but it makes other people..."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_KOR_N400/SM_KOR_PTJ2_097_B1_1.mp3,B1,part-time employment," I agree with the part-time job because the part-time job can help earn the money and can help go to college.  And yet, sometimes starting time is important, but starting time can be with the part-time.  Also, part-time job will be good for your financial life.  You can experience what you can have the job is hard, so I agree with the part-time job."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_JPN_N600/SM_JPN_SMK1_072_B1_1.mp3,B1,smoking in restaurants," I don't agree with this statement.  It is true that smoking makes our body that.  And we can absorb that smoke if we don't smoke.  However, the tax of smoking supports our country very much in Japan.  And a smoking company, it's a smoking company.  It's about the difference."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_IDN_N400/SM_IDN_PTJ1_055_B1_1.mp3,B1,part-time employment," My opinion for a college student to have a part-time job is a very brilliant idea because  personally, we are as a students, we only are, we only are in schools and only learning  in class because of what people do out there because we are prepared to be workers but  if all we do, we are trained to work, we will have no experience at all."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_JPN_N600/SM_JPN_SMK1_025_B1_1.mp3,B1,smoking in restaurants, I agree with this statement because I have two reasons.  One reason is restaurant is love is in restaurant many family uses the restaurant.  So the small children smoke the near the small children smoking person is very bad for their health.  And second reason is the restaurant is a place where people should eat.  When eating many people can't smoke.  So that's why the opinion is correct I think. Thank you.  That's all.  Thank you.
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_JPN_N600/SM_JPN_PTJ2_046_B1_1.mp3,B1,part-time employment," I don't agree with this statement, because I think we should do things what we can do  in only this season, and we can elevate in the future if we want.  I know the people through work so hard that can't get the important thing at the time.  So I think we should do the thing we can do only in this time, and elevate is not too difficult."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_IDN_N400/SM_IDN_PTJ1_065_B1_1.mp3,B1,part-time employment," I'd be screwy because both of you are college students, but of course you have a lot of  stocks from your lecturers, so I think when a college student has a part-time job, maybe  it will be sharp piece or piece, but when they are a recent term student, it's that  good because it can span their time and for still the boring situation because when they  are writing basis, of course they have..."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_CHN_N600/SM_CHN_PTJ1_146_B1_1.mp3,B1,part-time employment," Yes, of course. I totally agree with this opinion. As we are not as a college student, we have many self-takes of our classes.  So, okay, we then respond. Somebody may choose to break a new game, and so on, but it might appear. Have a competent job, it's meaningful.  But firstly, we can earn some money to spot our daily life. As we all know, some questions come from poor families, and parents do not give rent too much money.  So have a competent job, it's especially important for us.  Secondly, during some competent jobs, we broaden our eyes, and we can start studying much things from the competent jobs that I do."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_JPN_N600/SM_JPN_SMK1_093_B1_1.mp3,B1,smoking in restaurants," believe is a statement because in the restaurant there are many people, some people don't like  smoking, smoking grass and maybe there are children and so children should not, should  not at all. Our children don't like smoking grass so people who like to smoke should  pay attention to many people's needs. Many people in the restaurants don't think yourself  about seeing that many people do it in the restaurant."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_IDN_N400/SM_IDN_PTJ2_057_B1_1.mp3,B1,part-time employment," I agree with the college student to have a time job because if I have time jobs, if it has many benefits for the college students,  it can be the first training for college students to enter their job work to work like that.  I agree with the student can explain how to manage her time and her financial skills.  They can improve their skill, their skill, and their time, their skill on the primary and their responsibility of their job.  I agree with the student."
